dor_code,municipality,fiscal_year,taxes,service_charges,licenses_permits,federal_revenue,state_revenue,other_govt_revenue,special_assessments,fines,miscellaneous,other_financing,transfers,total_revenues
317,Wellesley,2013,"114,172,471","853,793","1,725,928","217,327","9,485,242","484,075",0,0,"903,188",0,"1,289,038","129,131,062"
344,Winchester,2013,"72,576,852","2,938,217","1,256,483",0,"9,207,701",0,"32,468","48,950","328,375",0,"5,920,806","92,309,852"
010,Arlington,2012,"99,216,702","783,145","3,561,240","430,946","16,484,081","62,688",0,"426,603","84,850","6,311,000","963,589","128,324,844"
046,Brookline,2012,"171,626,901","4,774,449","3,427,013",0,"14,197,797","9,384",0,"4,428,938","1,749,574","5,550,000","6,268,597","212,032,653"
065,Cohasset,2012,"30,900,105","993,340","519,868","43,643","3,157,373","1,150","470,730","25,090","314,179","7,749","1,171,454","37,604,681"
082,Duxbury,2012,"46,616,573","2,608,779","2,633,803","177,088","5,343,690",0,0,"77,610","208,646","28,967","250,996","57,946,152"
100,Framingham,2012,"171,886,218","2,176,203","2,193,615","2,044,732","34,481,972","103,446",0,"357,054","410,005","1,954,119","2,729,010","218,336,374"
131,Hingham,2012,"70,893,165","1,301,659","1,364,322",0,"9,013,490",0,"279,469","122,239","408,445","111,917","693,220","84,187,926"
155,Lexington,2012,"139,186,588","2,650,657","1,513,734",0,"8,924,724","2,580","24,885","341,546","830,552",0,"2,496,668","155,971,934"
168,Marblehead,2012,"56,657,876","742,221","773,463","339,384","6,115,208","23,589",0,"150,284","253,466",0,"935,589","65,991,080"
178,Melrose,2012,"49,748,387","268,792","3,071,523",0,"12,438,637",0,"9,102","160,275","5,501,268",0,"6,031,541","77,229,525"
198,Natick,2012,"92,776,148","3,595,454","2,093,348","236,698","11,682,480","134,524","16,270","53,792","804,190",0,"4,758,829","116,151,733"
199,Needham,2012,"101,279,952","1,623,730","1,950,768",0,"9,362,798","90,165","1,594","143,920","1,164,551",0,"2,356,953","117,974,431"
284,Stoneham,2012,"42,574,194","3,042,715","636,126",0,"12,699,315","48,091",0,"33,675","46,196",0,"1,048,867","60,129,179"
291,Swampscott,2012,"44,060,124","583,302","341,016","43,621","3,829,385","1,163,064",0,"92,533","189,672",0,"760,000","51,062,717"
317,Wellesley,2012,"109,849,518","1,069,471","1,767,142",0,"9,338,053","556,015",0,0,"583,314",0,"1,964,064","125,127,577"
344,Winchester,2012,"69,944,849","2,971,381","1,283,728",0,"8,249,329",0,"38,876","50,375","551,200","1,415,573","5,045,825","89,551,136"
010,Arlington,2011,"90,194,020","733,270","2,510,871","538,590","16,318,129","59,965",0,"402,289","55,430",0,"3,163,553","113,976,117"
046,Brookline,2011,"164,632,270","4,704,234","3,369,498",0,"14,429,273","12,168",0,"4,274,495","884,467","14,507","5,080,434","197,401,346"
065,Cohasset,2011,"29,233,000","934,035","543,407",0,"2,119,985",0,"437,819","41,603","54,290",0,"380,253","33,744,392"
082,Duxbury,2011,"43,970,293","2,701,874","2,186,026","195,309","5,392,616",0,0,"142,609","201,866","30,998","837,792","55,659,383"
100,Framingham,2011,"166,890,354","2,192,756","2,018,727","1,702,434","31,612,276","109,941",0,"366,962","1,234,992",0,"2,923,539","209,051,981"
131,Hingham,2011,"64,583,863","1,156,179","1,162,905","24,692","9,028,764",0,"307,882","109,185","1,590,523","15,979","648,537","78,628,509"
155,Lexington,2011,"133,778,565","2,645,211","1,789,613",0,"9,020,311","12,105","44,330","317,289","464,061",0,"2,619,365","150,690,850"
168,Marblehead,2011,"54,192,258","682,278","729,262","334,037","6,330,458","35,079",0,"117,105","272,640",0,"972,238","63,665,355"
178,Melrose,2011,"48,209,880","277,587","3,423,820",0,"12,852,373",0,"9,603","154,688","40,400",0,"4,326,927","69,295,278"
198,Natick,2011,"85,127,356","3,471,487","1,611,452",0,"12,494,279",0,"28,093","45,415","1,784,248",0,"4,240,792","108,803,122"
199,Needham,2011,"98,421,249","1,828,390","1,441,264",0,"9,008,445","99,534","1,594","159,758","831,822",0,"1,800,600","113,592,656"
284,Stoneham,2011,"41,590,981","1,564,170","628,535",0,"8,694,028","52,600",0,"28,995","67,997",0,"822,603","53,449,909"
291,Swampscott,2011,"41,926,834","570,369","207,475",0,"3,994,142","1,190,448",0,"87,225","175,723",0,"760,000","48,912,216"
317,Wellesley,2011,"105,268,078","948,769","1,820,911",0,"9,244,272","584,681",0,0,"1,466,652","437,407","1,524,277","121,295,047"
344,Winchester,2011,"66,918,374","2,830,411","1,287,171",0,"7,706,783",0,"35,617","54,149","467,101",0,"6,036,555","85,336,161"
010,Arlington,2010,"87,303,286","805,748","2,438,327","393,078","15,866,891","46,800","1,410","423,501","117,704","225,869","3,812,419","111,435,033"
046,Brookline,2010,"160,193,181","4,801,604","2,996,189",0,"17,062,309","2,614",0,"4,280,893","559,183","157,870","5,113,088","195,166,931"
065,Cohasset,2010,"28,370,366","940,102","656,565",0,"2,222,759","1,900","476,053","49,427","140,628",0,"137,539","32,995,339"
082,Duxbury,2010,"43,513,738","2,565,103","2,226,162","172,068","5,297,003",0,0,"76,891","498,753","33,042","858,382","55,241,142"
100,Framingham,2010,"160,909,140","2,179,742","2,776,121","1,491,276","29,481,523","145,735",0,"421,223","816,841","1,685,673","2,877,428","202,784,702"
131,Hingham,2010,"64,099,336","1,202,078","1,376,694",0,"8,365,850",0,"315,868","98,817","210,362","1,927,101","585,861","78,181,967"
155,Lexington,2010,"126,207,667","2,372,441","2,047,345",0,"9,490,976","11,340","47,904","354,318","901,933",0,"2,452,770","143,886,694"
168,Marblehead,2010,"52,589,011","702,829","848,232","326,707","6,352,996","4,750",0,"152,976","316,511",0,"1,146,938","62,440,950"
178,Melrose,2010,"46,659,902","263,089","3,022,892",0,"12,907,333",0,"16,784","188,870","54,849",0,"4,951,157","68,064,876"
198,Natick,2010,"80,972,691","3,135,314","1,260,987",0,"10,942,581",0,"17,153","307,058","683,177",0,"3,667,748","100,986,709"
199,Needham,2010,"91,973,102","1,959,374","1,150,532",0,"8,320,132","90,101","4,854","160,487","918,599",0,"1,942,584","106,519,765"
284,Stoneham,2010,"40,332,464","1,772,240","564,917",0,"8,784,194","49,577",0,"37,246","139,777",0,"699,934","52,380,349"
291,Swampscott,2010,"42,441,388","610,158","175,853",0,"4,791,044","1,211,624",0,"86,582","86,892",0,"760,000","50,163,541"
317,Wellesley,2010,"98,467,586","868,947","1,502,759",0,"8,423,607","647,889",0,0,"2,033,872",0,"1,370,318","113,314,978"
344,Winchester,2010,"64,166,431","2,496,465","1,032,235",0,"7,215,970",0,"46,735","64,939","344,740",0,"5,120,029","80,487,544"
010,Arlington,2009,"84,376,267","791,594","2,265,553","327,937","17,506,109","61,870","1,659","487,861","410,116",0,"1,109,285","107,338,251"
046,Brookline,2009,"153,863,543","4,943,825","3,122,838",0,"18,628,609","4,113",0,"4,518,302","1,651,787","104,274","5,645,188","192,482,479"
065,Cohasset,2009,"27,668,311","1,110,783","354,247",0,"2,210,382","4,300","476,526","27,605","151,203",0,"223,070","32,226,427"
082,Duxbury,2009,"42,768,049","2,827,740","2,025,994","180,694","5,291,828",0,0,"78,481","1,039,590","49,585","1,238,007","55,499,968"
100,Framingham,2009,"157,050,766","2,116,092","2,292,186","2,031,268","30,785,276","100,871",0,"424,954","827,798",0,"2,651,563","198,280,774"
131,Hingham,2009,"58,691,457","1,285,578","966,665",0,"8,642,471",0,"364,741","75,815","411,170","369,384","630,283","71,437,564"
155,Lexington,2009,"121,862,933","2,771,270","1,340,629",0,"8,822,142","11,390","45,421","335,917","1,102,732",0,"2,636,074","138,928,508"
168,Marblehead,2009,"50,689,490","702,782","648,779","491,351","6,039,235","6,221",0,"166,209","651,158",0,"908,538","60,303,763"
178,Melrose,2009,"44,965,538","272,657","2,897,878",0,"14,099,085",0,"6,149","181,708","169,397",0,"5,970,141","68,562,553"
198,Natick,2009,"77,405,120","3,255,403","2,329,851",0,"11,274,983","118,455","21,243","93,488","591,818",0,"3,538,623","98,628,984"
199,Needham,2009,"86,278,059","1,902,751","1,192,088",0,"8,401,448","114,716","4,739","151,571","1,154,345",0,"1,735,496","100,935,213"
284,Stoneham,2009,"39,027,971","2,115,064","545,013",0,"9,496,609","62,790",0,"47,376","218,489",0,"1,792,003","53,305,315"
291,Swampscott,2009,"40,394,360","637,181","186,101",0,"4,439,208","1,155,504",0,"86,638","168,211",0,"1,007,323","48,074,526"
317,Wellesley,2009,"93,327,751","901,000","1,852,420",0,"8,391,574","676,603",0,0,"2,597,186",0,"1,290,697","109,037,231"
344,Winchester,2009,"62,937,281","2,555,522","1,019,335",0,"7,564,839",0,"73,352","59,537","1,105,055",0,"4,336,536","79,651,457"
010,Arlington,2008,"82,464,899","818,604","2,285,960","385,218","18,614,805","54,483","2,112","360,666","1,030,219","11,340,343","874,211","118,231,520"
046,Brookline,2008,"141,235,060","4,760,023","3,579,782",348,"19,535,712","8,970",0,"4,555,358","3,184,420","1,190,228","7,753,612","185,803,513"
065,Cohasset,2008,"26,601,240","1,106,255","343,110",0,"2,854,620","5,115","494,016","43,085","284,170",0,"311,480","32,043,091"
082,Duxbury,2008,"40,768,623","2,888,876","1,697,494","177,929","5,071,663",0,0,"37,250","593,856","1,327,365","878,223","53,441,279"
100,Framingham,2008,"148,621,710","2,055,945","2,950,960","2,007,697","30,629,620","83,752",0,"509,056","2,236,198",0,"2,453,577","191,548,515"
131,Hingham,2008,"56,406,335","1,464,090","1,606,901",0,"9,277,414",0,"272,915","77,729","964,073","1,450,089","766,271","72,285,817"
155,Lexington,2008,"114,632,603","2,789,932","1,920,467",0,"9,083,558","13,282","128,963","357,086","1,746,922",0,"2,412,942","133,085,755"
168,Marblehead,2008,"49,488,099","770,824","604,058","385,768","6,206,543","24,730",0,"171,462","1,051,518",0,"799,718","59,502,720"
178,Melrose,2008,"42,707,047","323,568","3,333,832",0,"13,970,107",0,"7,331","177,600","454,449",0,"4,808,428","65,782,362"
198,Natick,2008,"70,707,942","3,149,469","2,366,758",0,"12,248,722","140,547","21,979","91,353","1,063,947",0,"3,806,085","93,596,802"
199,Needham,2008,"82,198,981","1,867,712","2,086,461",0,"8,272,525","141,783","4,202","116,382","1,916,606",0,"1,717,696","98,322,348"
284,Stoneham,2008,"38,352,862","2,935,868","552,160",0,"10,300,794","86,765",0,"43,132","535,592",0,"900,677","53,707,850"
291,Swampscott,2008,"39,008,812","574,747","176,160",0,"4,622,667","1,285,120",0,"91,634","344,053",0,"650,000","46,753,193"
317,Wellesley,2008,"89,030,401","1,480,809","1,846,562",0,"7,259,251","180,047",0,0,"2,571,237",0,"555,151","102,923,458"
344,Winchester,2008,"60,211,687","2,431,603","1,086,754",0,"7,315,376",0,0,0,"1,511,900",0,"2,916,028","75,473,348"
010,Arlington,2007,"80,694,147","771,317","1,972,324","343,364","18,297,012","50,755","2,217","448,037","1,479,578",0,"937,298","104,996,049"
046,Brookline,2007,"135,555,970","4,153,665","3,486,484",0,"19,101,748","10,299",0,"4,020,887","3,160,715","1,518,870","7,375,014","178,383,652"
065,Cohasset,2007,"25,339,432","1,046,196","353,123",0,"2,700,583","6,975","508,534","55,877","358,108",0,"476,807","30,845,635"
082,Duxbury,2007,"39,661,225","3,089,348","1,608,563","68,897","4,609,010",0,0,"38,892","710,033","32,844","1,097,863","50,916,675"
100,Framingham,2007,"142,045,677","1,690,601","2,195,388","1,797,986","27,608,347","73,536",0,"415,717","1,990,602",0,"2,402,448","180,220,302"
131,Hingham,2007,"53,752,342","1,217,102","1,629,756",0,"8,719,293","77,793","351,972","21,464","1,349,111","2,806,093","197,394","70,122,320"
155,Lexington,2007,"106,212,891","3,132,227","2,195,676",0,"8,245,295","15,554","28,586","330,433","1,617,751",0,"2,335,313","124,113,726"
168,Marblehead,2007,"48,057,951","726,165","692,992","275,930","5,920,876","25,895",0,"142,445","806,555",0,"960,633","57,609,442"
178,Melrose,2007,"40,571,227","306,416","2,831,725",0,"14,194,381",0,"9,180","161,928","708,948",0,"1,422,420","60,206,225"
198,Natick,2007,"67,312,835","3,265,859","3,050,937",0,"11,802,357","168,462","35,815","108,091","1,660,098",0,"4,202,550","91,607,004"
199,Needham,2007,"78,564,826","1,602,294","1,795,813",0,"22,569,003","92,110","5,887","64,667","3,594,499",0,"105,000","108,394,099"
284,Stoneham,2007,"36,590,498","2,817,089","675,506",0,"10,074,249","78,665",0,"20,267","365,935",0,"1,177,317","51,799,526"
291,Swampscott,2007,"36,921,733","659,426","228,323",0,"4,136,864","1,377,399",0,"93,905","775,632",0,"575,000","44,768,282"
317,Wellesley,2007,"84,936,896","2,319,370","1,849,839",0,"7,387,633","197,438",0,0,"3,189,572",0,"85,133","99,965,881"
344,Winchester,2007,"57,599,054","1,335,678","2,057,358","80,128","6,662,363","9,185",0,"281,172","928,814",0,"4,213,907","73,167,659"
010,Arlington,2006,"77,471,416","657,787","1,951,998",0,"16,244,250","36,678","2,873","511,886","1,138,477",0,"683,120","98,698,485"
046,Brookline,2006,"128,839,113","4,269,027","3,597,223",0,"17,131,467","10,430",0,"4,157,624","3,141,539","52,538","7,691,658","168,890,619"
065,Cohasset,2006,"25,111,599","913,428","312,955",0,"2,316,453","4,740","493,790","49,593","183,981",0,"223,875","29,610,414"
082,Duxbury,2006,"37,827,134","2,612,358","1,575,228",0,"4,132,748",0,0,"38,814","604,078","71,608","967,098","47,829,066"
100,Framingham,2006,"139,311,142","1,619,590","2,109,578","1,207,831","23,861,418","28,209",0,"427,486","1,646,548",0,"3,062,239","173,274,041"
131,Hingham,2006,"51,289,651","1,021,738","2,306,959",0,"7,799,421","70,840","431,600","17,570","1,324,508","4,735,801",0,"68,998,088"
155,Lexington,2006,"100,003,193","4,407,618","1,316,551",0,"7,265,528","12,012","25,041","297,426","1,148,704",0,"2,705,943","117,182,016"
168,Marblehead,2006,"46,927,227","713,865","867,875","209,355","5,452,698","45,593",0,"146,141","570,398",0,"1,344,032","56,277,184"
178,Melrose,2006,"38,607,031","290,550","2,716,147",0,"12,386,768",0,"14,013","139,674","1,002,529",0,"715,566","55,872,278"
198,Natick,2006,"66,367,935","3,467,302","1,689,502",0,"10,839,626","192,944","132,641","105,350","1,070,164","2,225,500","6,105,103","92,196,067"
199,Needham,2006,"73,998,675","1,358,214","1,769,464","186,363","7,171,452","90,518","3,584","102,227","1,221,912",0,"1,455,677","87,358,086"
284,Stoneham,2006,"35,420,333","2,620,069","792,704",0,"9,256,212","16,617",0,"14,777","219,241",0,"990,159","49,330,112"
291,Swampscott,2006,"34,560,485","660,337",0,0,"3,745,849","1,276,181",0,"99,713","927,257",0,"500,000","41,769,822"
317,Wellesley,2006,"77,974,996","2,193,526","1,590,609",0,"5,316,438","214,789",0,0,"1,951,696",0,"206,225","89,448,279"
344,Winchester,2006,"55,876,182","2,020,386","1,050,541",0,"6,041,434","8,025",0,"204,648","2,212,652",0,"2,554,798","69,968,666"
010,Arlington,2005,"69,713,842","717,339","2,070,523",0,"15,923,701","41,908","4,877","400,533","555,994","5,558,882","3,816,196","98,803,795"
046,Brookline,2005,"126,934,382","4,205,271","3,386,847",0,"16,799,632","18,441",0,"4,028,996","1,632,161","3,044,633","7,884,354","167,934,717"
065,Cohasset,2005,"23,071,171","786,931","296,033",0,"2,205,571","4,635","529,548","28,880","242,496",0,"696,948","27,862,213"
082,Duxbury,2005,"36,078,477","1,735,298","1,519,966","88,621","3,892,620","28,625",0,0,"1,535,288",0,"1,423,837","46,302,732"
100,Framingham,2005,"133,050,766","1,755,686","2,083,516","1,182,155","23,886,723","47,301",0,"474,317","1,329,651",0,"2,581,216","166,391,331"
131,Hingham,2005,"47,623,096","860,165","2,443,941",0,"7,703,240","86,813","199,940","17,462","506,360","1,191,789",0,"60,632,806"
155,Lexington,2005,"96,267,424","2,030,990","1,565,913",0,"6,906,818","9,187","29,408","306,109","586,694",0,"2,442,062","110,144,605"
168,Marblehead,2005,"42,802,004","710,667","805,074","55,506","4,241,886","45,761",0,"170,279","307,887","12,592","1,276,671","50,428,327"
178,Melrose,2005,"37,661,771","236,694","2,716,978",0,"11,905,022",0,"13,650","173,560","208,137",0,"894,392","53,810,204"
198,Natick,2005,"64,180,995","2,920,209","1,336,919",0,"10,396,898","177,062","117,905","98,719","729,349","1,077,983","5,783,223","86,819,262"
199,Needham,2005,"69,128,979","1,263,546","1,151,434",0,"7,350,231","91,732","2,484","79,079","1,592,588",0,"1,676,371","82,336,444"
284,Stoneham,2005,"34,628,226","1,593,318","772,554",0,"9,035,779","77,421",0,"14,421","442,094",0,"829,477","47,393,290"
291,Swampscott,2005,"30,886,225","886,688",0,0,"3,467,446","1,069,605",0,"108,847","642,815",0,"1,696,955","38,758,581"
317,Wellesley,2005,"71,733,670","2,288,995","1,617,239",0,"5,653,749","198,528",0,0,"1,147,047",0,"538,931","83,178,159"
344,Winchester,2005,"53,443,605","1,771,240","1,112,427",0,"5,697,107","8,183","7,550",0,"285,783",0,"1,461,000","63,786,895"
010,Arlington,2004,"67,629,864","712,597","1,864,429",0,"15,210,854","81,260","4,546","402,597","290,942",0,"3,230,567","89,427,656"
046,Brookline,2004,"121,323,696","3,933,533","2,784,601",0,"16,642,658","11,162",0,"3,963,436","905,215","72,266","7,909,610","157,546,177"
065,Cohasset,2004,"21,867,202","734,351","204,200",0,"2,203,205","6,400","559,283","41,973","211,973",0,"178,992","26,007,579"
082,Duxbury,2004,"34,933,647","1,644,809","1,406,190","55,018","3,401,749","44,612",0,0,"1,367,099",0,"1,017,345","43,870,469"
100,Framingham,2004,"129,132,507","1,705,915","1,615,885","980,447","22,373,569","52,918",0,"474,500","1,191,723",0,"1,948,226","159,475,690"
131,Hingham,2004,"45,475,789","771,609","1,841,700",0,"7,471,517","96,739","179,098","23,717","337,218","964,932",0,"57,162,319"
155,Lexington,2004,"86,749,676","1,910,200","1,295,080",0,"6,712,487","10,505","26,969","239,676","390,665",0,"2,156,153","99,491,411"
168,Marblehead,2004,"40,477,529","652,987","557,746","38,019","3,599,888","34,554",0,"156,048","291,320",0,"1,252,096","47,060,187"
178,Melrose,2004,"36,237,050","245,411","2,144,043",0,"11,694,799",0,"17,227","147,643","103,028",0,"1,215,366","51,804,567"
198,Natick,2004,"61,423,977","3,186,263","1,133,842",0,"9,957,255","236,565","231,414","90,699","969,686","1,108,131","5,534,651","83,872,483"
199,Needham,2004,"66,470,094","1,494,852","792,224","149,561","6,561,322","86,711","3,714","77,300","728,989",0,"1,620,611","77,985,378"
284,Stoneham,2004,"33,747,752","1,673,572","598,884",0,"8,880,337","63,104",0,"18,649","117,182",0,"1,523,823","46,623,303"
291,Swampscott,2004,"29,929,134","1,047,182",0,0,"3,430,077",0,0,"100,768","238,641",0,"807,262","35,553,064"
317,Wellesley,2004,"69,071,438","1,529,008","1,617,239",0,"5,555,551","189,494",0,"656,586","717,255",0,"463,000","79,799,571"
344,Winchester,2004,"51,845,542","1,698,403","938,769",0,"5,771,232",0,"8,372","65,731","204,486",0,"1,335,630","61,868,165"
010,Arlington,2003,"64,959,407","739,292","1,771,111",0,"17,165,866","69,708","4,701","343,424","412,484",0,"1,813,630","87,279,623"
046,Brookline,2003,"115,677,146","4,123,684","3,078,156",0,"17,950,864","27,342",0,"4,599,159","3,073,544","10,731,413","8,124,680","167,385,988"
065,Cohasset,2003,"20,269,914","1,490,002","211,554",0,"2,584,915","8,350",0,0,"1,099,419",0,"2,331,200","27,995,354"
082,Duxbury,2003,"33,413,206","1,863,062","1,421,189","16,012","4,275,686","35,151",0,0,"1,114,913",0,"479,986","42,619,205"
100,Framingham,2003,"124,560,278","1,544,060","1,547,676","952,922","25,543,138","52,469",0,"585,512","2,496,212",0,"1,940,918","159,223,185"
131,Hingham,2003,"42,620,970","671,143","783,111",0,"8,473,466","53,898","171,825","14,977","506,821","946,021",0,"54,242,232"
155,Lexington,2003,"80,658,161","2,105,648","1,185,878",0,"8,322,274","10,222","54,064","277,608","1,520,538",0,"1,981,099","96,115,492"
168,Marblehead,2003,"37,542,047","678,681","445,849","27,627","4,272,567","42,560",0,"151,812","636,851","509,739","438,170","44,745,903"
178,Melrose,2003,"34,987,984","1,384,610","291,861",0,"13,275,964",0,"16,752","171,793","575,276",0,"831,848","51,536,088"
198,Natick,2003,"59,183,554","3,281,902","927,158",0,"11,473,707","249,277","276,072","63,928","1,195,377","1,230,959","7,706,019","85,587,953"
199,Needham,2003,"60,780,242","1,523,992","660,437","149,350","7,560,541","212,468","5,928","148,421","921,533",0,"1,488,197","73,451,109"
284,Stoneham,2003,"32,394,722","1,930,688","444,040",0,"9,314,751","63,356",0,"13,925","374,327",0,"2,815,375","47,351,184"
291,Swampscott,2003,"28,573,587","933,679",0,0,"3,953,602",0,0,"96,398","204,971",0,0,"33,762,237"
317,Wellesley,2003,"63,244,641","1,415,634","1,111,102",0,"6,564,054","228,707",0,"375,899","768,172",0,"676,905","74,385,114"
344,Winchester,2003,"49,432,692","1,602,218","796,623",0,"6,550,730",0,"10,509","49,485","434,448","1,896,380","698,892","61,471,977"
010,Arlington,2002,"63,201,455","569,845","1,753,818",0,"18,458,989","66,570","5,830","343,354","627,480",0,"1,558,463","86,585,804"
046,Brookline,2002,"111,153,534","3,838,869","2,892,417",0,"19,094,571","20,934",0,"3,164,039","1,758,632",0,"6,779,885","148,702,881"
065,Cohasset,2002,"19,069,983","718,805","228,705",0,"2,680,998","6,018","571,039","57,645","614,481",0,"102,969","24,050,643"
082,Duxbury,2002,"30,764,707","1,475,859","1,374,867",0,"4,952,769","55,825",0,0,"835,705",0,"591,722","40,051,454"
100,Framingham,2002,"111,514,707","1,503,651","1,749,158","1,510,960","27,316,710","48,428",0,"412,812","1,430,246",0,"2,726,114","148,212,786"
131,Hingham,2002,"41,350,560","669,100","668,304",0,"8,713,588","73,289","225,593","6,470","1,201,272","1,788,204",0,"54,696,380"
155,Lexington,2002,"76,793,552","2,194,975","1,434,278",0,"9,293,414","10,918","44,728","250,496","859,507",0,"1,868,054","92,749,922"
168,Marblehead,2002,"36,231,219","852,111","512,478","41,749","6,426,593","58,432",0,"144,824","1,015,374","165,638","691,238","46,139,656"
178,Melrose,2002,"33,884,419","566,815","226,467",0,"14,507,133",0,"11,817","164,096","789,954",0,"100,000","50,250,701"
198,Natick,2002,"56,861,671","10,655,178","807,221",0,"12,127,795","288,938","196,725","95,196","924,957","5,362,075","50,609","87,370,365"
199,Needham,2002,"57,972,384","1,771,672","602,500",0,"8,160,562",659,"27,085","176,538","1,505,832",0,"1,244,381","71,461,613"
284,Stoneham,2002,"31,215,015","1,640,729","307,929",0,"9,438,999","72,178",22,"13,354","478,030",0,"889,205","44,055,461"
291,Swampscott,2002,"27,598,948","4,017,702",0,0,"4,208,414",0,0,"74,119","206,008",0,"641,105","36,746,296"
317,Wellesley,2002,"59,319,668","1,291,590","901,991",0,"6,848,213","175,058",0,"334,548","1,375,123",0,"931,650","71,177,841"
344,Winchester,2002,"43,102,518","5,406,057","909,645",0,"6,894,339",0,"8,060","51,171","507,646",0,"715,021","57,594,457"
